Street Name,From Street Name,To Street Name,PCI,Surface Distress Index,Roughness Index,Condition Rating
ROGERS ST,HOSEA L WILLIAMS DR,WOODBINE AVE,45.0,74.8,54.084,Good
CAREY DR,JERNIGAN PL,BURROUGHS AVE,49.0,67.485,68.3341361,Good
CHILDRESS DR,PANTHER TRL,MCMURRAY DR,44.0,41.1,60.14204606,Marginal
SWALLOW CIR,FINCH DR,HARPER RD,59.0,51.71,67.96830382,Fair
ALEXANDRIA DR,KATHRYN DR,NORTH END,48.0,65.73,55.05472019,Fair
CHESTNUT ST,NEWPORT ST,JAMES P BRAWLEY DR,42.0,37.635,36.77611693,Poor
GEORGIA AVE,GRANT TER,HILL ST,50.0,31.775,35.70827355,Poor
ALFRED RD,CROSBY DR,SIDE ST,61.0,37.38,45.11561351,Poor
OLYMPIAN CIR,OLYMPIAN DR,SOUTH OLYMPIAN WAY,52.0,87.25,79.59270878,Very Good
MAYNARD TER,VAN EPPS ST,NEWTON AVE,46.0,61.885,70.63882959,Fair
NISKEY LAKE RD SW,LANARK DR SW,LANARK DR SW,54.0,94.1,82.86395,Excellent
RIDGEWOOD RD,RIDGEWOOD CIR,RIDGEWOOD CIR,38.0,41.0,58.46219013,Marginal
RIDGEWOOD RD,RIDGEWOOD CIR,RIDGEWOOD CIR,38.0,41.0,58.46219013,Marginal
MECASLIN ST,RICHARDS ST,ETHEL ST,48.0,42.255,63.2289403,Marginal
ESSIE AVE,DELAWARE AVE,EMERSON AVE,65.0,26.9,45.12997463,Poor
CHEROKEE AVE,ATLANTA AVE,ORMOND ST,49.0,72.9,80.09458537,Very Good
HARRIS MANOR DR,LISA DR,PEYTON RD,44.0,68.42,80.62295146,Good
NEAL ST,JOSEPH E LOWERY BLVD,LINDSAY ST,59.0,90.3,100.0,Excellent
MAPLE ST,JONES AVE,WESTERN AVE,64.0,80.5,66.63154878,Very Good
BURNT HICKORY DR,ARDLEY RD,ELMTREE DR,66.0,45.4,63.51668615,Marginal
DELAWARE AVE,WOODLAND AVE,GILBERT ST,67.0,71.22,65.08639052,Good
EAST BROOKHAVEN DR,LAKEHAVEN DR,CLUB DR,67.0,80.8,83.29011567,Very Good
EAST LAKE DR,HOSEA L WILLIAMS DR,KNOX ST,45.0,56.51,64.56510434,Fair
THAYER AVE,LANSING ST,JONESBORO RD,49.0,58.635,56.39832702,Fair
CLIFTON ST,ORA AVE,NEWTON AVE,57.0,60.845,57.4858603,Fair
JOSEPH E LOWERY BLVD,ASHBY PL,MARTIN LUTHER KING JR DR,54.0,85.495,71.991642,Very Good
EZZARD ST,EZZARD ST,CORNELIA ST,63.0,69.4,63.18297838,Good
5TH ST,PENN AVE,ARGONNE AVE,56.0,46.315,60.29255972,Marginal
FORREST PARK RD,HENDON RD,EISENHOWER RD,57.0,77.5,57.84375,Good
CONFEDERATE AVE,ORMEWOOD TER,VILLA CT,41.0,49.335,61.47969736,Marginal
PARAN PL NW,MOUNT PARAN RD NW,DEAD END,43.0,30.9,37.41331057,Poor
FLAT SHOALS RD,MAYNARD TER,WINFIELD AVE,47.0,53.51,73.45517987,Fair
BEECHER CIR,BEECHER RD,BEECHER CIR,61.0,61.5,67.0496773,Fair
LATONA DR,WALLACE DR,OAK DR,51.0,65.915,53.86270439,Fair
DECATUR ST,DOWNTOWN CONNECTOR,MOORE ST SE,42.0,42.585,40.24124778,Poor
BOLTON RD,JAMES JACKSON PKWY,MAIN ST,46.0,82.645,63.99909937,Very Good
WILDWOOD RD,MERTON RD,WEST SUSSEX RD,46.0,59.815,64.02908148,Fair
BURTON ST,TURMAN AVE,BOWEN AVE,67.0,73.25,51.7609375,Good
3RD AVE,HOSEA L WILLIAMS DR,NORTH END,52.0,78.6,70.38211395,Very Good
VENETIAN DR,WESTMONT RD,GRAYMONT DR,45.0,70.31,51.38345738,Fair
FLAT SHOALS AVE,CAVANAUGH AVE,BOULDERCREST DR,66.0,33.475,57.64867325,Poor
DONCASTER DR,NOTTINGHAM WAY,DONCASTER DR,62.0,56.505,62.84775597,Fair
LAKE COVE DR,COVE TRL,EAST END,51.0,51.89,61.26887525,Marginal
PEACHTREE ST,12TH ST,13TH ST,38.0,63.52,41.23244894,Fair
HIGHLAND AVE,SAMPSON ST,ALASKA AVE,61.0,74.845,85.60937714,Very Good
ROBSON PL,KIRKWOOD RD,NORWOOD AVE,51.0,55.915,66.7686744,Fair
RALPH MCGILL BLVD,FORTUNE ST,WILLOUGHBY WAY,46.0,62.025,41.8515029,Fair
PEEPLES ST,WHITE ST,BEECHER ST,55.0,58.385,41.62418089,Marginal
ARTHUR ST,MCDANIEL ST,SMITH ST,59.0,81.7,62.96775,Very Good
NEWHALEM ST SW,WINTHROP ST,DEAD END,61.0,32.2,64.0802078,Poor
HOWELL MILL RD,NAWENCH DR,MOORES MILL RD,38.0,49.735,50.11365506,Marginal
MONTVIEW DR,WHITMORE DR,PEACHTREE BATTLE AVE,44.0,78.3,58.88775,Good
HOWELL MILL RD,EDGEHILL AVE,11TH ST,58.0,67.485,58.84606644,Fair
CAMBRIDGE DR,HOGAN RD,STONE RD,40.0,68.9,44.59975,Fair
PEYTON WOODS TRL,CATIVO DR,SE END,45.0,81.9,63.18975,Very Good
3RD ST,JUNIPER ST,PIEDMONT AVE,56.0,84.8,66.184,Very Good
MARIETTA ST NW,BRADY AVE NW,JOSEPH E LOWERY BLVD,40.0,30.72,64.11544756,Poor
ARDEN RD,DOVER RD,NORTHSIDE DR,48.0,65.89,39.0906975,Fair
MANSON AVE,ROGERS AVE,WESTWOOD AVE,46.0,65.08,75.07913344,Good
SOUTHWOOD BLVD SW,CAMPBELLTON RD SW,SOUTHWOOD BLVD SW,48.0,81.9,63.18975,Very Good
FOUNTAIN DR,FOUNTAIN DR,MORRIS BROWN DR,59.0,56.165,71.5494361,Fair
MOUNT AIRY DR,HIGHVIEW RD,BOLLINGBROOK DR,66.0,65.99,75.91022953,Good
LINCOLN ST,LINCOLN PL,THORNTON ST,57.0,80.7,64.05104768,Very Good
PEACHTREE WALK,12TH ST,13TH ST,43.0,78.5,59.14375,Good
HABERSHAM RD,WOODWARD WAY,WEST WESLEY RD,61.0,76.75,56.8359375,Good
TRIBBLE LN,HERMER CIR,HERMER CIR,63.0,72.55,53.6172124,Good
HURST DR,EUREKA DR,SPRINGDALE DR,47.0,66.67,67.07790207,Good
LAURENS WAY,LAURENS DR,WRIGHT DR,52.0,66.835,66.83998864,Good
NANCY CREEK RD,WEST PACES FERRY RD,NANCY CREEK RDG,48.0,62.2,66.77867299,Fair
MIDDLESEX AVE,COURTENAY DR,HILLPINE DR,45.0,67.94,67.63418804,Good
JOSEPH E LOWERY BLVD,I-20,OAK ST,49.0,20.63,44.25436481,Very Poor
LAKEMOORE DR,ROSWELL RD,RICKENBACKER DR,39.0,60.83,35.40372428,Marginal
JETT ST,SUNSET AVE,ELM ST,40.0,20.805,29.02229671,Very Poor
HONOUR AVE,HONOUR AVE,ROSWELL RD,54.0,69.68,82.00833107,Good
BAKER HIGHLAND CONN NE,I-75-85 NB EXPY NE,CENTRAL PARK PL,37.0,46.615,74.52552315,Fair
BEECHER RD,ASHMEL PL,MOUNT AIRY DR,63.0,79.13,62.52966508,Good
BEREAN AVE,BRYAN ST,NARROW ST,52.0,41.21,55.60521912,Marginal
WOODLAND AVE,SOUTH END,MORELAND DR,43.0,23.015,88.80115958,Poor
MARTIN LUTHER KING JR DR,RACINE ST,BROWNING ST,51.0,81.82,63.10119,Very Good
DELANO DR,WARREN ST,HOWARD ST,64.0,80.32,63.83496672,Good
DECKNER AVE,ATHENS AVE,METROPOLITAN PKWY,42.0,90.47,78.94438817,Excellent
ROACH ST,GREENSFERRY AVE,LARKIN ST,42.0,23.0,50.57647419,Poor
TELL RD,SHORELAND DR,PINELLA DR,61.0,69.9,79.24030473,Good
FULTON ST,COOPER ST,FORMWALT ST,50.0,62.22,67.96962037,Fair
HOWELL MILL RD,11TH ST,11TH ST,52.0,68.56,51.65539909,Fair
PERKERSON RD,LAKEWOOD AVE,SYLVAN CIR,45.0,57.02,74.73202852,Fair
HAZELWOOD DR,BURNT HICKORY DR,BRAEMAR AVE,64.0,67.7,71.67713908,Good
HUGO ST,FLETCHER ST,DELEVAN ST,38.0,24.3,57.51319338,Poor
CHARLES ALLEN DR,7TH ST,CHARLES ALLEN DR,55.0,67.94,42.89191,Fair
SPRING ST,DOWNTOWN CONNECTOR,PINE ST,61.0,67.81,88.47015123,Good
VIOLET ST,HAYGOOD AVE,VANIRA AVE,48.0,63.5,50.20677489,Fair
STATE ST,18TH ST,ATLANTIC ST,62.0,70.17,77.06558294,Good
DELAWARE AVE,ARIZONA AVE,IVY PL,39.0,30.525,55.53254749,Poor
VIRGINIA PL,PEACHTREE HILLS AVE,EUREKA DR,41.0,46.385,55.98456615,Marginal
ANNIE ST,CARROLL DR,ALMA ST,44.0,53.5,64.7654267,Fair
OLLIE CIR,WEST END,OLLIE ST,56.0,69.12,55.81670012,Fair
KNOLLWOOD DR,HABERSHAM RD,TUXEDO RD,61.0,83.5,64.89375,Very Good
VANNOY ST,MEMORIAL DR,ARKWRIGHT PL,59.0,76.0,55.8,Good
RIVERMEADE LN,RIVERMEADE DR,WEST WESLEY RD,64.0,43.79,65.42345874,Marginal
GREENBRIAR PKWY,I-285,CONTINENTAL COLONY PKWY SW,44.0,38.105,64.86271822,Marginal
FOX ST,LINDSAY ST,OLIVER ST,63.0,73.5,58.31328466,Good
TRENHOLM ST,BETTYS ALLEY,PETERS ST,46.0,65.9,49.48509984,Fair
WHITMORE DR,HAVEN RIDGE DR,DELLWOOD DR,64.0,63.895,64.72452629,Fair
JONES RD,SKIPPER DR,DONALD LEE HOLLOWELL PKWY,63.0,78.5,75.95651271,Very Good
REX AVE,SOUTH END,ROU ROYAL AVE,65.0,62.935,73.28248549,Good
HABERSHAM COVE DR,WEST END,HABERSHAM COVE LN,46.0,88.1,69.07975,Very Good
DARTMOUTH DR,LA SALLE WAY,RUTGERS DR,37.0,19.9,53.52995232,Poor
ORA AVE,VAN VLECK AVE,CLIFTON WAY,40.0,71.02,77.48927534,Good
CENTRA VILLA DR,SANDTOWN RD,CASCADE RD,66.0,50.535,68.98223817,Fair
MANSFIELD AVE,FELDER AVE,EUCLID AVE,41.0,49.01,35.35391402,Poor
CAMILLA ST,ABBOTT ST,JOSEPH E LOWERY BLVD,55.0,67.875,49.11439911,Fair
EDGEWOOD AVE SE,PIEDMONT AVE SE,COCA COLA PL SE,41.0,28.985,29.88138468,Very Poor
ANDREWS ST,CHAPPELL RD,SCOTT ST,66.0,61.765,65.1003375,Fair
RANDALL CT NW,MOUNT PARAN RD NW,DEAD END,43.0,93.8,82.1198,Excellent
AUGUSTA PL,AUGUSTA AVE,BASS ST,46.0,65.395,64.6206805,Good
ARGUS CIR,FAIRBURN RD,ARD PL,67.0,74.3,70.61326244,Good
WALL ST,PEACHTREE ST,PRYOR ST,64.0,55.525,22.52425526,Poor
BEATIE AVE,CLAIRE DR,DECKNER AVE,65.0,67.0,57.8961401,Fair
UNIVERSITY AVE,GARIBALDI ST,WINDSOR ST,66.0,64.17,78.64393825,Good
TAFT AVE,9TH ST,10TH ST,63.0,76.4,71.71912366,Good
GASKILL ST,POWELL ST,TYE ST,56.0,62.805,57.27959963,Fair
HADLOCK ST,LESLIE AVE,MARCEL AVE,50.0,42.385,50.63740233,Marginal
NISKEY LAKE CIR SW,NISKEY LAKE CIR SW,NISKEY LAKE CIR SW,42.0,45.465,59.53212504,Marginal
OAKVIEW RD NE,1ST AVE NE,2ND AVE NE,50.0,83.695,65.09267437,Very Good
RHINEHILL RD,SWAN DR,HARPER RD,67.0,49.1,59.46505849,Marginal
CAHOON ST,CASPLAN ST,LISBON DR,43.0,47.21,65.51907716,Marginal
EISENHOWER CIR,FILLMORE RD,GARFIELD WAY,56.0,39.105,56.7023463,Poor
ECHOTA DR,COLLAND DR,MEREDITH DR,59.0,74.9,80.83296661,Very Good
COLEMAN ST,ROCKWELL ST,WRIGHT CT,58.0,25.105,41.66886491,Poor
15TH ST,15TH ST,LAFAYETTE DR,58.0,74.7,53.93775,Good
HAAS AVE SE,MEMORIAL DR SE,DEAD END,50.0,71.5,61.43597468,Good
BILL LUCAS DR,GRANT TER,WOODSON ST,52.0,71.01,64.75173687,Good
LITTLE ST,KELLY ST,MARTIN ST,44.0,81.52,62.76624,Very Good
HOSEA L WILLIAMS DR,WYMAN ST,CLIFTON ST,51.0,73.495,58.17794859,Good
WALNUT ST,JONES AVE,WESTERN AVE,55.0,88.2,75.48335493,Very Good
ALLENE AVE,BONNIE BRAE AVE,LILLIAN AVE,57.0,82.7,64.05775,Very Good
SANDERS AVE,STOVALL ST,GIFT AVE,38.0,53.45,47.98063554,Marginal
WAVERLY WAY,ELIZABETH ST,HURT ST,41.0,90.9,73.02395,Excellent
RIDGE VALLEY CT,RIDGE VALLEY CT,RIDGE VALLEY CT,50.0,71.695,63.54574428,Good
NANCY CREEK RD,RIVERMEADE WAY,RIVERMEADE WAY,43.0,61.96,31.21596,Marginal
DONCASTER DR,DONCASTER DR,LADY MARION LN,51.0,59.1,77.9648419,Good
RICKENBACKER WAY,MIDVALE DR,WIEUCA RD,52.0,52.185,50.80227884,Marginal
EMERSON AVE,PALATINE AVE,ESSIE AVE,44.0,27.3,62.54576962,Poor
SAINT CHARLES AVE,FREDERICA ST,NORTH HIGHLAND AVE,42.0,57.4,56.2661445,Fair
MELBENAN DR,LAREN LN,CASCADE RD,42.0,25.425,76.65820686,Poor
ORLANDO ST,AVON AVE,ORLANDO PL,59.0,67.87,58.20604119,Fair
WINDSOR ST,ORMOND ST,ADAMSON ST,38.0,23.5,70.31635095,Poor
LISBON DR,BRIDGEWATER ST,BREWER BLVD,42.0,65.32,74.15132443,Good
BIXBY ST,CAMPBELL ST,ELEANOR ST,50.0,57.4,74.06764238,Fair
NILES AVE,HALL PL,HALL PL,58.0,57.215,57.45014923,Fair
BOOKER AVE,UNIVERSITY AVE,ROY ST,46.0,84.9,69.76691835,Very Good
HORTENSE WAY,HORTENSE PL,HORTENSE WAY,59.0,78.2,74.89755365,Very Good
BOHLER RD,DOBBS CIR,BOHLER CT,57.0,69.7,45.98775,Fair
CHATTAHOOCHEE AVE,CARROLL DR,VAN HEUSEN BLVD,59.0,69.8,57.3910098,Good
5TH ST,SAINT JOSEPH AVE,SAINT JAMES AVE,48.0,66.79,56.7023463,Fair
SAGAMORE DR,WOODWARD WAY,PEACHTREE BATTLE AVE,40.0,68.91,58.40332329,Good
LAKE FORREST DR,INTERLOCHEN DR,LAKE FORREST LN,66.0,49.3,68.5305246,Fair
BUTLER WAY,BURDEN ST,LAYTON AVE,46.0,63.8,63.90226123,Fair
GRESHAM AVE,SOUTH END,GRACEWOOD AVE,43.0,51.535,37.77073854,Marginal
REDLAND RD,COLLIER RD,BENJAMIN HARRISON DR,45.0,73.9,66.21136726,Good
MONTCLAIR DR,WAKEFIELD DR,CAMDEN RD,58.0,64.95,61.06960923,Fair
ARTHUR LANGFORD JR PL SW,ARTHUR LANGFORD JR PL SW,PRYOR RD,48.0,71.85,67.95608101,Good
LARCHMONT CIR,LARCHMONT DR,EAST KILDARE AVE,62.0,53.69,60.13222189,Fair
PRAIRIE VIEW PL SW,PRAIRIE VIEW DR,DEAD END,42.0,68.5,47.2301338,Fair
MANOR RIDGE DR,PEACHTREE BATTLE AVE,ALTON RD,52.0,52.47,74.36564171,Fair
WELLINGTON ST,RALPH DAVID ABERNATHY BLVD,NORTH END,62.0,56.435,71.85322532,Fair
MONROE DR,GREENWOOD AVE,MONROE DR,43.0,54.995,60.3685289,Fair
BRANHAM ST,HOSEA L WILLIAMS DR,DUNWOODY ST,50.0,59.01,46.63538221,Marginal
HARWELL RD,AMHURST DR,HOBART DR,50.0,71.995,69.00854688,Good
DOVER RD,ROCKINGHAM DR,ROCKINGHAM DR,48.0,50.835,41.08260305,Marginal
OLEANDER ST,BURBANK DR,STAFFORD ST,54.0,18.02,62.05311913,Poor
OAKSIDE DR,LEESBURG CT,STAMFORD RD,45.0,54.055,49.12976684,Marginal
SANDSPRINGS DR,SANDSTREAM CT,SHERRIE LN,57.0,58.7,68.12003339,Fair
HOSEA L WILLIAMS DR,DOUGLAS ST,BRANHAM ST,50.0,59.01,46.63538221,Marginal
BASS ST,MCDANIEL ST,SMITH ST,45.0,67.55,57.37943284,Fair
SPRINGDALE DR,PLASTER AVE,SHENANDOAH AVE,47.0,64.31,55.3545862,Fair
HABERSHAM RD NW,VALLEY RD NW,VALLEY RD,56.0,98.1,89.25995,Excellent
17TH ST,STATE ST,MARKET ST,37.0,36.12,50.92745924,Poor
GARY RD,BAKER RD,BAKER TER,47.0,88.3,80.99479094,Excellent
EAST SIDE AVE,BRAEBURN DR,VAN VLECK AVE,56.0,72.745,78.54774712,Good
BELGRADE AVE,WOODALL AVE,FREEDOM PKWY,39.0,63.13,33.6410775,Marginal
SPRING ST,4TH ST,ARMSTEAD PL,57.0,67.875,48.02258007,Fair
TODD RD,RUPLEY DR,VIRGINIA AVE,57.0,64.5,61.93472579,Fair
AVON AVE,SPARTA ST,ALLENE AVE,41.0,57.02,69.30066087,Fair
MARTIN LUTHER KING JR DR,BROWNING ST,FEDERAL DR,50.0,81.82,63.10119,Very Good
WASHINGTON MANOR DR NW,MOBILE ST NW,DEAD END,64.0,76.12,58.62439782,Good
ALLOWAY PL,EAST CONFEDERATE AVE,AYR ST,59.0,44.62,100.0,Fair
CONVERSE DR,SHADY VALLEY DR,EAST END,57.0,89.0,69.775,Very Good
CLEBURNE TER NE,PONCE DE LEON AVE NE,BLUE RIDGE AVE NE,58.0,52.01,83.04621224,Fair
JESSE HILL JR DR,COCA COLA PL,BOAZ ST,40.0,35.91,32.70654958,Poor
TWIN SPRINGS RD,BROOK HOLLOW RD,MILLBROOK DR,44.0,54.29,52.46562313,Marginal
SPRING HOLLOW,SPRINGHOUSE LN,NW END,46.0,72.62,50.78239,Good
CAMPBELLTON RD,STANTON RD,RIDGEWOOD LN,46.0,86.5,83.33910098,Excellent
PEACHTREE BATTLE AVE,HOWELL MILL RD,WOODWARD WAY,67.0,82.7,64.05775,Very Good
KELLY ST,SOUTH END,WOODWARD AVE,59.0,45.305,54.42044586,Marginal
WESLEY RD,BATTLE OVERLOOK,CARMON ON WESLEY,46.0,36.975,44.1006022,Poor
MARTIN ST,ORMOND ST,SOUTH AVE,56.0,74.37,76.89537464,Very Good
NELSON ST,NELSON ST,ELLIOTT ST,,79.2,60.024,Good
CLOVIS CT,MERCURY DR,CROFT PL,62.0,90.6,71.8862,Very Good
BASS ST,FORMWALT ST,PRYOR ST,41.0,40.22,45.41449173,Poor
MARNE DR,VERDUN DR,CHATEAU DR,47.0,60.4,60.46537167,Fair
MARNE DR,VERDUN DR,CHATEAU DR,47.0,60.4,60.46537167,Fair
NORTH HIGHLAND AVE,ALASKA AVE,INMAN VILLAGE PKWY,51.0,53.755,53.05425335,Marginal
CHESHIRE BRIDGE RD,WOODLAND AVE,LENOX RD,38.0,42.105,59.12228277,Marginal
CHESHIRE BRIDGE RD,WOODLAND AVE,LENOX RD,38.0,42.105,59.12228277,Marginal
ANDREW YOUNG INTERNATIONAL BLVD,CARNEGIE WAY,SPRING ST,39.0,13.975,64.0824519,Poor
CHAPPELL RD,MCCLURE AVE,ANDREWS ST,56.0,59.685,39.81837351,Marginal
CAREYGATE,WYNGATE,CAREYGATE,45.0,43.91,40.95580899,Poor
BREWER DR,WAITS DR,ALEX WAY,64.0,78.43,63.5678514,Good
ADELINE AVE,OAKMONT DR,TIGER FLOWERS DR,63.0,98.0,89.18,Excellent
STATE ST,15TH ST,16TH ST,51.0,41.145,48.16257809,Poor
TIGER FLOWERS DR,JOE LOUIS DR,WADLEY ST,56.0,68.98,47.16613245,Fair
CROSBY DR,CROSBY DR,CROSBY DR,66.0,37.38,45.11561351,Poor
MEADOR WAY,CONRAD AVE,MEADOR AVE,40.0,46.235,60.23868024,Marginal
EQUITABLE PL,PARK PL,JOHN WESLEY DOBBS AVE,43.0,79.57,60.4793775,Good
KENNER DR,STAMFORD RD,HOWELL DR,64.0,70.6,51.11403982,Fair
CAMPBELLTON RD,WESTRIDGE RD,HADLOCK ST,46.0,34.785,71.32064615,Marginal
MANGUM ST SW,MITCHELL ST SW,MARKHAM ST SW,56.0,40.31,55.20356473,Marginal
MOORES MILL RD,RIDGEMORE RD,MARGARET MITCHELL DR,49.0,72.67,60.99387366,Good
SEABOARD PL,SEABOARD AVE,COLLIER RD,55.0,74.0,63.9163297,Good
6TH ST,WEST PEACHTREE ST,CYPRESS ST,59.0,73.88,61.10784956,Good
COLLINS RIDGE DR NW,COLLINS DR NW,DEAD END,66.0,67.8,51.05589975,Fair
NORTH AVE,PIERCE AVE,NORTH AVE,49.0,47.785,62.98069877,Marginal
SCOTT ST,ANDREWS ST,COLLIER ST,59.0,63.895,52.4233781,Fair
BOULEVARD,JOHN WESLEY DOBBS AVE,CAIN ST,58.0,38.505,48.85417486,Poor
PHARR CT S,PHARR CT S,PHARR RD,43.0,70.42,61.78177848,Good
MARIETTA BLVD,MARIETTA BLVD,JEFFERSON ST,52.0,66.495,64.60544581,Good
CHEROKEE PL,OAKLAND AVE,CHEROKEE AVE,58.0,67.045,77.84592502,Good
SPRINGHOUSE LN,SW END,SPRING HOLLOW,57.0,53.1,31.23242954,Marginal
HERRING RD,CASCADE RD,WORTHEM AVE,67.0,79.8,60.759,Good
LOS ANGELES AVE,ELIZABETH CT,MARYLAND AVE,60.0,42.955,37.02866127,Poor
GENESSEE AVE,HARTFORD AVE,GRAHAM ST,50.0,41.98,60.65816489,Marginal
BEECHER CT,BEECHER CT,BEECHER ST,66.0,79.76,75.14826536,Very Good
MARKAN DR NE,EDMUND PARK DR NE,ROCK SPRINGS CIR NE,38.0,74.845,54.14964937,Good
DEAN DR,DEAN DR,HOWELL MILL RD,50.0,68.45,87.07759113,Good
OAKLAND AVE,CHEROKEE PL,MILLEDGE AVE,67.0,82.9,65.68642385,Very Good
CASCADE FALLS DR,NW END,CASCADE FALLS CT,65.0,64.295,64.5439927,Fair
CUNNINGHAM ST,LEGACY DR,JOSEPH E LOWERY BLVD,66.0,54.4,64.89614637,Fair
HIGH POINT AVE,BOWEN CIR,MANFORD RD,57.0,53.3,60.68537049,Fair
ADKINS RD,ALFRED RD,CROSBY DR,63.0,83.7,65.09775,Very Good
SPRING ST,ARMSTEAD PL,5TH ST,46.0,59.81,39.23137647,Marginal
PEACHTREE CIR,16TH ST,INMAN CIR,42.0,51.165,49.13635507,Marginal
KENT ST,GEORGIA AVE,CHEROKEE PL,42.0,24.505,35.21626729,Very Poor
MAJESTIC DR,BURRE LN,EAST END,63.0,55.23,66.5303195,Fair
MAYFAIR RD NE,MAYFAIR CT NE,DEAD END,58.0,93.0,79.955,Excellent
BROAD ST,MARTIN LUTHER KING JR DR,ALABAMA ST,52.0,36.675,11.59935596,Very Poor
BILLUPS ST,ARROW ST,ASTOR AVE,57.0,14.375,47.43189407,Very Poor
CONE ST,POPLAR ST,LUCKIE ST,52.0,31.565,47.2137183,Poor
PACES FERRY RD,WEST PACES FERRY CT,RANDALL MILL RD,65.0,57.535,55.23847959,Fair
16TH ST,ARTS CENTER WAY,PEACHTREE ST,50.0,31.075,36.31691103,Poor
PROSPECT PL,HIGHLAND AVE,EAST AVE,52.0,74.845,92.12718825,Very Good
FORREST CIR,FORREST DR,FORREST PARK RD,55.0,48.285,69.05911286,Fair
TARA CIR,DONNEBROOK LN,DONNEBROOK LN,61.0,53.025,74.34937023,Fair
TUCKER PL,WEST END,CORDOVA ST,48.0,37.7,53.87443754,Poor
EAST GATE CT,STOKESWOOD AVE,EAST END,66.0,31.5,63.41339396,Poor
JEFFERSON ST,DONALD LEE HOLLOWELL PKWY,NORTH END,52.0,56.21,53.71247701,Fair
BOULEVARD,TODD ST,DECATUR ST,63.0,81.6,74.46606399,Very Good
FIELDING LN,FIELDING CT,CHAUCER DR,56.0,58.25,67.73866572,Fair
ARKWRIGHT PL,VANNOY ST,DAHLGREN ST,46.0,66.315,78.14045692,Good
REGENCY CT,SE END,MOUNT PARAN RD,58.0,85.8,67.119,Very Good
WEST AVE,FLETCHER ST,DELEVAN ST,57.0,49.485,52.53332141,Marginal
BOLTON RD,PAUL AVE,COLLINS DR,45.0,52.6,47.48829376,Marginal
WINDSOR DR,LANDRUM DR,SANDRINGHAM DR,57.0,77.02,79.46814045,Very Good
GARNETT ST,PRYOR ST,CENTRAL AVE,60.0,38.585,60.60440372,Marginal
LENOX RD,STONE GATE DR,CRANE RD,60.0,71.5,48.99375,Fair
WOODLAND AVE,CUSTER AVE,NAPIER ST,43.0,29.575,69.57234371,Poor
VINE ST,PARSONS ST,BECKWITH ST,49.0,43.625,56.79615685,Marginal
GREENSFERRY AVE,SPELMAN LN,ROACH ST,47.0,62.0,55.96587456,Fair
MAY AVE,FLAT SHOALS AVE,PATTERSON AVE,54.0,62.8,32.964,Marginal
TROTTI ST,WARREN ST,WARREN ST,63.0,43.315,64.73252721,Marginal
DECKNER AVE,CLINTON PL,LYNNHAVEN DR,57.0,50.03,70.8983964,Fair
RABUN DR,BROWNLEE RD,HIAWASSEE DR,63.0,91.6,90.03369686,Excellent
PAVILLION ST,OAKLAND AVE,AUGUSTA PL,58.0,50.635,44.37939684,Marginal
OVERBROOK DR,COTTAGE LN,EVERGREEN LN,40.0,71.1,61.67398562,Good
AUBURN AVE,BLVD,HOGUE ST,54.0,57.4,39.08431525,Marginal
DEERWOOD LN SW,DEERBORNE CT,DEERWOOD DR,50.0,59.435,70.41835226,Fair
VIRGINIA CIR,BARNETT ST,TODD RD,47.0,85.12,66.48864,Very Good
TERRELL ST,CALHOUN ST,ETHEL ST,57.0,84.82,66.20319,Very Good
HUNTER PL,WEST END,HUNTER PL,58.0,59.45,56.53101063,Fair
HOLMES ST,LEONA ST,ANTONE ST,42.0,47.755,71.30021074,Fair
LOWE ST,CLAUDE ST,CLAUDE ST,40.0,54.59,59.47332003,Fair
FAIRBURN RD,SANDY CREEK DR,BOLTON PL,38.0,62.9,65.40306128,Fair
CHARLOTTE PL,BAKER RD,MAYWOOD PL,67.0,61.375,57.48390875,Fair
MOUNT PARAN RD NW,CITY LIMITS,PARAN VLY NW,66.0,75.3,63.80393999,Good
HOLLYWOOD DR,GUN CLUB DR,CATO ST,41.0,41.905,67.84345622,Marginal
VERNON AVE,BERNE ST,KILLIAN ST,60.0,60.725,59.07870639,Fair
FERNLEAF CT,FERNLEAF CIR,DEFOORS FERRY RD,58.0,86.4,67.656,Very Good
RAMSEY CLOSE SW,VENETIAN PL SW,RAMSEY CIR SW,67.0,80.3,70.90507734,Very Good
HAROLD AVE,MURIEL AVE,NORTH END,48.0,48.595,48.62010094,Marginal
ASHBY CIR,ASHBY TER,ASHBY CIR,50.0,71.99,64.01026427,Good
MUSCOGEE AVE,RIVERS RD,MUSCOGEE WAY,47.0,77.73,73.7230754,Very Good
WOODSON ST,BILL LUCAS DR,BASS ST,44.0,76.8,58.69166672,Good
BEECHER CIR,FLEETWOOD CIR,BOLLINGBROOK DR,39.0,28.875,44.47615623,Poor
WYMAN ST,HOSEA L WILLIAMS DR,WADE AVE,58.0,73.39,68.54471151,Good
COLONIAL HOMES CIR NW,DELLWOOD DR,COLONIAL HOMES DR NW,62.0,91.3,74.48355,Excellent
PEYTON RD,MCKENZIE CT,HARRINGTON PL,64.0,68.97,75.02293889,Good
HOSEA L WILLIAMS DR,SAUNDERS ST,DOYLE ST,63.0,76.4,72.50140132,Very Good
ONTARIO AVE,SOUTH GORDON ST,ONTARIO AVE,60.0,73.57,52.2503775,Good
